examOrdinal,questionKey,questionTag,maxScore,cognitiveLevel,difficulty,knowledgeCode,knowledgeTitle,chapterCode,inFramework,outsideTopic,outsideTitle,confidence,reviewFlags,contentPreview
97,I-8,TN4,0.25,NB,1,C4.B12.1,Khái niệm tích phân,C4,true,,,0.712,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số $f(x)$ thỏa mãn $\int\limits_{-2}^{1}f(x)dx=2$. Tính $\int\limits_{-2}^{1}(1+f(x))dx$.
97,I-9,TN4,0.25,NB,1,C3.B9.2,Khoảng tứ phân vị,C3,true,,,0.867,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Một mẫu số liệu ghép nhóm có tư phân vị là $ Q_{1}=3 $, $ Q_{2}=5 $, $ Q_{3}=9 $. Khoảng tư phân vị của mẫu số liệu này là"
97,I-10,TN4,0.25,NB,1,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, phương trình chính tắc của đường thẳng đi qua $ M(2;1;1) $ và có vẹt chỉ phương ũ = (2; -1; 3) là"
97,I-11,TN4,0.25,NB,1,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.703,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Cho hai biến có A, B có $ P(B)=0,6 $ và $ P(A|B)=0,5 $. Khi đó $ P(AB) $ bằng"
97,I-12,TN4,0.25,NB,1,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho hai điểm $ A(2;3;1) $ và $ B(-4;-1;5) $. Tọa độ trung điểm M của đoạn thẳng AB là"
97,II-1,DS,1,VD,3,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.96,,"Trong không gian Oxyz (đơn vị trên các trục là mét), mặt sân quảng trường trùng với mặt phẳng (Oxy). Một tác phẩm nghệ thuật hình cầu (S) có phương trình $ (x+10\sqrt{3})^2 + y^2 ..."
97,II-2,DS,1,TH,2,C2.B6.2,Tổng và hiệu của hai vectơ,C2,true,,,0.68,,Cho hàm số $y = x - 3 + \frac{1}{x - 1}$ có đồ thi là $(C)$.
97,II-3,DS,1,VD,3,C6.B19.1,Công thức xác suất toàn phần,C6,true,,,0.712,,Một xét nghiệm chấn đoán bệnh X có độ nhạy (xác suất người mắc bệnh có kết quả dương tính) là 95% và độ đặc hiệu (xác suất người không mắc bệnh có kết quả âm tính) là 99%. Ti lệ m...
97,II-4,DS,1,VDC,4,C4.B12.1,Khái niệm tích phân,C4,true,,,0.96,,"Một hồ thủy lợi được tạo ra để điều hòa giữa lượng nước thu vào (từ các nguồn như nước sông, nước suối, nước mưa...) và lượng nước xã ra (để tưới tiêu, nuôi trồng thủy sản,...), h..."
97,III-1,TLN,0.5,VD,3,C4.B12.1,Khái niệm tích phân,C4,true,,,0.739,,"Một chiếc cối đá có lòng cối là một paraboloid tròn xoay (có mặt cắt qua trục là một parabol như hình bên), với miệng cối là đường tròn có đường kính 40 cm và chiều sâu lòng cối l..."
97,III-2,TLN,0.5,VDC,4,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.68,,"An chơi trò chơi Minesweeper (gõ mìn), một trò chơi logic cổ điển, mục tiêu là mở toàn bộ các ô không chứa mìn trên một ""bãi mìn"" có 27 quả mìn ẩn dưới 27 ô vuông trong bảng 9×9 ô..."
97,III-3,TLN,0.5,VDC,4,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Một thiết bị có dạng hình hộp chữ nhất ABC.A'B'C'D'. vói AB = 9 dm, AD = 12 dm, AA' = 11 dm, bên trong thiết bị này có 2 vách ngăn có độ dày không đáng kể, chúng lần lượt có khoản..."
97,III-4,TLN,0.5,VD,3,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.96,,Giá trị nhỏ nhất của hàm số y = x - 4√x trên đoạn [0;9] bằng bao nhiêu?
97,III-5,TLN,0.5,VDC,4,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Sự tăng trưởng dân số được ước tính theo công thức tăng trưởng mũ $A = Pe^{rt}$. Trong đó: $P$ là dân số của năm lấy làm mốc; $A$ là dân số sau $t$ năm; $r$ là tỉ lệ tăng dân số h...
97,III-6,TLN,0.5,VDC,4,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,QUESTION_SHORT_ANSWER_NEEDS_REVIEW,"Một Pikachu khám phá “mê cung kỳ lạ” trong mặt phẳng Oxy, xuất phát từ O và bước đi vô hạn bước theo quy luật sau: - Bước đầu tiên: Dài 8 đơn vị theo tia Ox. - Các bước sau: Luôn ..."
98,I-1,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Bôn sổ xen giữa các sổ 1 và -243 để được cập sổ nhân có 6 sổ hàng là
98,I-2,TN4,0.25,NB,1,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,,"Biết tiệm cận xiên của đồ thị hàm số $ y = \frac{x^2 + 2}{x^2 - 2x} $ cắt hai trục tọa độ Ox, Oy lần lượt tại hai điểm A và B. Khi đó diện tích tam giác OAB bằng"
98,I-3,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Nghiệm âm lớn nhất của phương trình $ 2\sin 2x\sin 4x + \cos 6x = 0 $ là
98,I-4,TN4,0.25,NB,1,,,,false,OUT.GIOI_HAN,Gioi han,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tìm số thực $a$ để hàm số $y = f(x) = \begin{cases} \dfrac{\sqrt{x+2}-2}{x-2} & khi $x \neq 2$; $x \geq -2$ \\ a+2x & khi $x=2$ \end{cases} liên tục tại $x=2$.
98,I-5,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho hàm số $y = x \cdot \cos x$. Chọn khẳng định đúng?
98,I-6,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Bất phương trình $ \log_{\frac{\pi}{4}}(2x-1) > \log_{\frac{\pi}{4}}(x+2) $ có tập nghiệm là
98,I-7,TN4,0.25,NB,1,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.785,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Cho hàm số $y = \frac{2x + 3}{x + 2}$ có đồ thị (C). Phương trình tiếp tuyến của đồ thị (C), biết tiếp tuyến song song với đường thẳng $x - y + 2 = 0$ là:"
98,I-8,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, đường thẳng d: $ \frac{x-1}{-2} = \frac{y+2}{1} = \frac{z-4}{3} $ có một vẹcto chỉ phương là:"
98,I-9,TN4,0.25,NB,1,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.825,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, một mặt cầu (S) có tâm I(2;3,-1). Mặt cầu (S) cắt mặt phẳng (\alpha): 2x-y+2z+10=0 theo một đường tròn giao tuyến có bán kính bằng 4. Mặt cầu (S) có phương ..."
98,I-10,TN4,0.25,NB,1,C6.B19.2,Công thức Bayes,C6,true,,,0.716,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Cho hai biến có A và B sao cho $ P(A)=0,4 $; $ P(B)=0,3 $; $ P(B|A)=0,6 $. Khi đó $ P|A|B $ bằng"
98,I-11,TN4,0.25,NB,1,C1.B2.2,Tìm GTLN–GTNN trên một đoạn / khoảng / tập xác định,C1,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số y = f(x) xác định trên $ \mathbb{R} \setminus \{0\} $ và có bảng biến thiên sau: Mệnh đề nào sau đây đúng?
98,I-12,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho hình chóp S.ABCD có đấy ABCD là hình thang vuông tại A và B, AD = 2BC, SA $ \perp $ (ABCD). Gọi E, M lần lượt là trung điểm AD và SD. K là hình chiếu vuông góc của E trên SD. ..."
98,II-1,DS,1,VD,3,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.899,,"Trong một chương trình sàng lọc bệnh nhân tiểu đường cho người dân tại một cộng đồng, người ta sử dụng một xét nghiệm đường huyết nhanh. Giả sử răng, trong cộng đồng này tỷ lệ ngư..."
98,II-2,DS,1,VD,3,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.78,,Cho hàm số $y = f(x) = \frac{x^2 - 3x + 3}{x - 1}$ có đồ thi$ (C)$.
98,II-3,DS,1,VD,3,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.96,QUESTION_TF_a_NEEDS_REVIEW,"Trong không gian với hệ tọa độ Oxyz, cho mặt phẳng (P): 2x-2y+z-4=0, phương trình mặt cầu (S): $ x^2 + y^2 + z^2 - 4x + 8y + 4z - 12 = 0 $ và hai điểm $ A(1;2;2) $; $ B(5;4;4) $. ..."
98,II-4,DS,1,VDC,4,C4.B12.1,Khái niệm tích phân,C4,true,,,0.908,,"Trong một máy quang phổ, kỹ sư sử dụng một thấu kính thủy tinh có thiết diện đi qua trục đối xứng Ox là hình phẳng (H) giới hạn bởi đường cong (C): $ x^4 + 2x^2 + y^2 - 3,25 = 0 $..."
98,III-1,TLN,0.5,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,QUESTION_SHORT_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho hình chóp S.ABCD có đấy ABCD là nửa lực giác đều cạnh bằng a (a>0). SA ⊥ (ABCD) và SA = a√3 . M là một điểm trên cạnh SB (điểm M không trùng điểm B) sao cho AM $ \perp $ MD . ...
98,III-2,TLN,0.5,VDC,4,CD2.B4.2,Tối ưu trong kinh tế,CD2,true,,,0.96,,Một nhà máy tung ra thị trường dòng drone phun thuốc tự động. Nhà máy có công suất tối đa 350 chiếc/quý. Phòng kinh doanh đưa ra hai tham số tài chính quan trọng cho việc sản xuất...
98,III-3,TLN,0.5,VDC,4,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.78,,"Cho các đồ thi hàm số $f(x)=a^x$; $g(x)=a^{-x}$; $h(x)=mx^2+nx+k$; $(a\neq1;a>0;m,n,k\in\mathbb{R})$, biết điểm $A(1;2)$ và đường tròn tâm $I(0;5)$ có bán kính bằng 4. Gọi (D) là ..."
98,III-4,TLN,0.5,VDC,4,,,,false,OUT.TO_HOP_XAC_SUAT_CO_BAN,To hop / xac suat co ban,0.63,OUT_OF_FRAME,"Một đa giác đều có 30 đỉnh, tất cả các cạnh của đa giác được sơn màu xanh và tất cả các đường chéo của đa giác đó được sơn màu đỏ. Gọi X là tập hợp tất cả các tam giác có ba đỉnh ..."
98,III-5,TLN,0.5,VD,3,,,,false,OUT.HINH_OXY,Phuong phap toa do Oxy / conic,0.63,OUT_OF_FRAME,"Trong hệ tọa độ Oxy (đơn vị trên các trục là triệu kilômét), quỹ đạo của Sao Hóa quanh Mặt Trời là một elip (E) có phương trình (E): $ \frac{x^2}{228^2} + \frac{y^2}{227^2} = 1 $...."
98,III-6,TLN,0.5,VDC,4,,,,false,OUT.UNCLASSIFIED,Chua nhan dien duoc theo khung,0.25,OUT_OF_FRAME;LOW_CONFIDENCE,"Trên một đoạn thắng có 11 địa điểm bao gồm một trung tâm ở chính giữa và 10 địa điểm để tham quan, mua sắm nằm ở hai phía; các địa điểm liên tiếp cách nhau 1000 mét. Một khách du ..."
99,I-1,TN4,0.25,NB,1,C5.B15.1,"Phương trình đường thẳng (tham số, chính tắc)",C5,true,,,0.803,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, phương trình nào dưới đây là phương trình mặt phẳng đi qua điểm $ M(3,-1;1) $ và vương góc đường thẳng $ \Delta: \frac{x-1}{3} = \frac{y+2}{-2} = \frac{z-3}..."
99,I-2,TN4,0.25,NB,1,C1.B1.2,"Cực trị: khái niệm, cách tìm cực trị",C1,true,,,0.84,,Cho hàm số y = f(x) xác định trên Ủ và có bảng biến thiên như sau: Điểm cực đại của hàm số $y = f(x)$ là:
99,I-3,TN4,0.25,NB,1,C5.B17.1,Phương trình mặt cầu,C5,true,,,0.825,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho $A(0;4;1)$ và $B(-2;0;3)$. Mặt cầu đường kính AB có phương trình là:"
99,I-4,TN4,0.25,NB,1,,,,false,OUT.UNCLASSIFIED,Chua nhan dien duoc theo khung,0.25,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME;LOW_CONFIDENCE,Cho hình lập phương ABCD.A' B' C' D'. Góc giữa hai đường thẳng AB và A'C' bằng:
99,I-5,TN4,0.25,NB,1,C4.B11.3,"Nguyên hàm của một số hàm thường gặp (luỹ thừa, lượng giác, mũ–log)",C4,true,,,0.712,,Tim tất cả nguyên hàm $F(x)$ của hàm số $f$ $x$ $= x - \frac{1}{x}$.
99,I-6,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,OUT_OF_FRAME,Cấp số nhân $ (u_{n}) $ có $ u_{1}=3 $ và $ u_{2}=6 $. Số hàng $ u_{4} $ của cấp số nhân là:
99,I-7,TN4,0.25,NB,1,C2.B7.1,Hệ trục toạ độ Oxyz,C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho đường thẳng d : $ \frac{x-1}{2} = \frac{y-3}{-5} = \frac{z+2}{3} $. Vecto nào dưới đây là một vecto chi phương của đường thẳng d ?"
99,I-8,TN4,0.25,NB,1,C1.B3.2,Tiệm cận đứng,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số $y = \frac{ax + b}{x + c}$ có đồ thị như hình sau đây Tính giá trị của biểu thức P=2a-b+3c.
99,I-9,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Nghiêm của phương trình $ \log_{2}(x-1)=3 $ là
99,I-10,TN4,0.25,NB,1,C5.B14.4,Điều kiện hai mặt phẳng vuông góc / song song,C5,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho vật thể giới hạn bởi hai mặt phẳng có phương trình x = 0 và x = 2. Cắt vật thể này bởi mặt phẳng vuông góc với trực Ox tại điểm có hoành độ x $ (0 \leq ..."
99,I-11,TN4,0.25,TH,2,,,,false,OUT.THONG_KE_KHAC,Thong ke ngoai khung phan tan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Cho mẫu số liệu ghép nhóm có bảng tần số như sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td style='text-align: center; word-wrap: break-word;'>Nhóm</td>...
99,I-12,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,OUT_OF_FRAME,Nghiệm của phương trình sin x = $ \frac{1}{2} $ là
99,II-1,DS,1,VDC,4,CD2.B4.2,Tối ưu trong kinh tế,CD2,true,,,0.68,,Giả sử chi phí tiên xăng C (nghìn đông) khi xe đi được 100km phụ thuộc vào tốc độ trung bình v(km / h) trên cả đoạn đường theo công thức: $ C(v) = \frac{16000}{v} + \frac{5}{2}v $...
99,II-2,DS,1,VD,3,C4.B13.2,Tính thể tích vật thể (gồm vật thể tròn xoay),C4,true,,,0.725,,"Cho hình thang cong (H) giới hạn bởi các đường $ f(x)=e^x, y=0, x=0, x=\ln 4 $. Đường thẳng $ x=k(0<k<\ln 4) $ chia hình (H) thành hai hình $ (H_1), (H_2) $ có diện tích lần lượt ..."
99,II-3,DS,1,VDC,4,C5.B14.5,Khoảng cách từ một điểm đến một mặt phẳng,C5,true,,,0.862,,"Trong không gian với hệ tọa độ Oxyz, cho đường thẳng d là giao tuyến của hai mặt phẳng (P):2x-2y-z+1=0 và (Q):x+2y-2z-4=0. Xét mặt cầu (S) có phương trình: $ x^{2}+y^{2}+z^{2}+4x-..."
99,II-4,DS,1,VDC,4,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.703,QUESTION_TF_a_NEEDS_REVIEW;QUESTION_TF_b_NEEDS_REVIEW;QUESTION_TF_c_NEEDS_REVIEW;QUESTION_TF_d_NEEDS_REVIEW,Một công ty sản xuất bánh kẹo có hai loại sản phẩm: kẹo dẻo trái cây giảm đường và kẹo dẻo trái cây thuần chay. Chúng được để trong các túi có dán nhăn tương ứng. Tỷ lệ túi không ...
99,III-1,TLN,0.5,VD,3,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,"Cho x, y là các số thực dương thỏa mãn x > y > 1. Tìm giá trị nhỏ nhất của biểu thức: $ P = \log_{\frac{x}{y}}(x^3) + 27\log_y \frac{x}{y} $"
99,III-2,TLN,0.5,VDC,4,CD2.B4.2,Tối ưu trong kinh tế,CD2,true,,,0.96,,"Nhà máy A chuyên sản xuất một loại sản phẩm cung cấp cho nhà máy B. Hai nhà máy thỏa thuận, mỗi tháng nhà máy A cung cấp cho nhà máy B số lượng sản phẩm theo đơn đặt hàng của nhà ..."
99,III-3,TLN,0.5,VD,3,C4.B12.1,Khái niệm tích phân,C4,true,,,0.96,,Một khối gỗ có chiều cao 2 mét được đặt trên mặt đất. Nếu cắt khối gỗ bởi một mặt phẳng nằm ngang và cách mặt đất xét (0 ≤ x ≤ 2) thì được một hình chữ nhật có chiều dài 5 mét và ...
99,III-4,TLN,0.5,VDC,4,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.703,,"Hai người tham gia một trò chơi di chuyển theo các cạnh của các ô hình chữ nhất như trong hình (hình có 15x8 hình chữ nhất nhỏ). Người thứ nhất đi từ điểm A đến điểm B, người thứ ..."
99,III-5,TLN,0.5,VD,3,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,OUT_OF_FRAME,"Cho hình chóp S.ABCD có đáy ABCD là hình vuông cạnh bằng 2. Hình chiếu vuông góc của điểm S lên mặt phẳng (ABCD) trùng với trung điểm cạnh AB và biết số đo góc nhị diện [S, AD, B]..."
99,III-6,TLN,0.5,VDC,4,C4.B13.1,Tính diện tích hình phẳng,C4,true,,,0.721,,"Trong một cuộc thi sản tạo các chủ đề liên quan đến Kỷ niệm 50 năm ngày Miền nam hoàn toàn giải phóng, một em học sinh lớp 12 đã đạt giải đặc biệt với một thiết kế vô cùng độc đáo..."
100,I-1,TN4,0.25,NB,1,C2.B7.2,"Toạ độ của điểm, toạ độ của vectơ",C2,true,,,0.68,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian Oxyz, cho hai điểm $ A(3;1,-2) $, $ B(2,-3;5) $. Điểm $ M $ thuộc đoạn $ AB $ sao cho $ MA = 2MB $, tọa độ điểm $ M $ là"
100,I-2,TN4,0.25,NB,1,C4.B12.1,Khái niệm tích phân,C4,true,,,0.694,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Ta có $ \int_{-1}^{1}|e^{x}-1|dx=ae+be^{-1}+c $ với $ a,b,c\in\mathbb{Z} $. Tính giá trị của biểu thức $ a+b+c $."
100,I-3,TN4,0.25,NB,1,C5.B14.1,"Vectơ pháp tuyến, cặp vectơ chỉ phương",C5,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian với hệ tọa độ Oxyz, mặt phẳng (P) chứa trực Ox và vương góc với mặt phẳng ( $ \alpha $): $ 2x - 3y + 4z - 5 = 0 $ có phương trình là"
100,I-4,TN4,0.25,NB,1,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho hình chóp S.ABCD có đấy là hình thoi tâm O, SA ⊥ (ABCD). Khăng định nào sau đây là SAI?"
100,I-5,TN4,0.25,NB,1,C1.B4.2,Hàm đa thức bậc ba,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đường cong trong hình bên là đồ thị của hàm số nào dưới đây?
100,I-6,TN4,0.25,NB,1,C5.B15.3,Vị trí tương đối giữa hai đường thẳng,C5,true,,,0.816,QUESTION_MC_ANSWER_NEEDS_REVIEW,"Trong không gian với hệ tọa độ Oxyz, cho mặt phẳng (P): 2x + y - z - 1 = 0. Đường thẳng nào dưới đây song song với mặt phẳng (P)?"
100,I-7,TN4,0.25,NB,1,C1.B3.3,Tiệm cận xiên,C1,true,,,0.96,QUESTION_MC_ANSWER_NEEDS_REVIEW,Đồ thị hàm số $ y = \frac{2x^{2} + 7x - 5}{4x - 2} $ có đường tiệm cận xiên là
100,I-8,TN4,0.25,NB,1,,,,false,OUT.CAP_SO,Cap so cong - cap so nhan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,"Cho cấp số cộng (uₙ), biết $ u_2 = 4 $; $ u_6 = 8 $. Tìm số hàng thứ 100 của cấp số cộng đó."
100,I-9,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tập nghiệm của bất phương trình $ \log_{\frac{1}{2}}(x-2) > -5 $ là
100,I-10,TN4,0.25,NB,1,,,,false,OUT.UNCLASSIFIED,Chua nhan dien duoc theo khung,0.25,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME;LOW_CONFIDENCE,Một người thống kê lại thời gian thực hiện các cuộc gọi điện thoại của người đó trong một tuần ở bảng sau: <table border=1 style='margin: auto; word-wrap: break-word;'><tr><td sty...
100,I-11,TN4,0.25,NB,1,C4.B11.3,"Nguyên hàm của một số hàm thường gặp (luỹ thừa, lượng giác, mũ–log)",C4,true,,,0.721,QUESTION_MC_ANSWER_NEEDS_REVIEW,Cho hàm số $f(x)=\left(\sin\frac{x}{2}-\cos\frac{x}{2}\right)^2$. Khẳng định nào sau đây là đúng?
100,I-12,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Tập nghiệm của phương trình $ \cos x = -1 $ là
100,II-1,DS,1,VD,3,C5.B14.5,Khoảng cách từ một điểm đến một mặt phẳng,C5,true,,,0.857,,"Trong không gian với hệ tọa độ Oxyz, cho hai mặt cầu (S₁) và (S₂) có tâm lần lượt là I(-4; -5; 0) và J(6; 8; 3). Mặt cầu (S₂) cắt mặt phẳng (Oxy) theo thiết diện là một đường tròn..."
100,II-2,DS,1,VD,3,C5.B15.3,Vị trí tương đối giữa hai đường thẳng,C5,true,,,0.794,,"Cho hàm số $y = \frac{x + 1}{x + 1}$ có đồ thị là đường cong (C). Giả sử A, B là 2 điểm thuộc 2 nhánh của đồ thị (C) sao cho AB song song với trục hoành. Xét tính đúng sai của các..."
100,II-3,DS,1,VD,3,C6.B19.1,Công thức xác suất toàn phần,C6,true,,,0.712,,"Trong một nghiên cứu về hai loại thuốc A và B, xác suất thuốc A gây tác dụng phụ là 20%; xác suất thuốc B gây tác dụng phụ là 10%. Một bệnh nhân được chọn ngẫu nhiên để dùng một t..."
100,II-4,DS,1,TH,2,C2.B8.1,"Toạ độ phép cộng, trừ, nhân với một số",C2,true,,,0.68,,"Một hạt chuyển động dọc theo trục Ox. Vị trí của hạt (đơn vị: mét) tại thời điểm t (giây) được xác định bởi hàm số: $ x(t) = 20t^2e^{-0.5t} $ (m), (với $ t \geq 0 $). Xét tính đún..."
100,III-1,TLN,0.5,VD,3,,,,false,OUT.HINH_HOC_KHONG_GIAN_CO_DIEN,Hinh hoc khong gian co dien,0.63,OUT_OF_FRAME,"Cho hình lăng trụ ABC.A'B'C' có đáy ABC là tam giác cân tại C. Gọi G là trọng tâm tam giác ABC và E là điểm thuộc tia AG sao cho AE = 3AG. Biết A'A = A'B = 15, AB = 18 và AC = 3√1..."
100,III-2,TLN,0.5,VDC,4,,,,false,OUT.UNCLASSIFIED,Chua nhan dien duoc theo khung,0.25,OUT_OF_FRAME;LOW_CONFIDENCE,"Bác Huy định tô màu hình vẽ là hình tròn được chia thành 5 phần O, A, B, C, D bằng 6 màu khác nhau (mỗi phần tô một màu) sao cho hai phần hình cạnh nhau thì không được tô cùng màu..."
100,III-3,TLN,0.5,VDC,4,C4.B13.1,Tính diện tích hình phẳng,C4,true,,,0.739,,"Bác Tuần trang trí bức tường hình vương ABCD có AB=4m như hình vẽ bằng cách sơn màu. Trong đó, bốn đường cong AQB, APD, BEC, CFD đều là đường parabol có các đỉnh lần lượt là Q, P,..."
100,III-4,TLN,0.5,VDC,4,CD2.B4.2,Tối ưu trong kinh tế,CD2,true,,,0.84,,"Một doanh nghiệp dự định sản xuất không quá 500 sản phẩm. Nêu doanh nghiệp sản xuất x sản phẩm (x ∈ ℓ, l ≤ x ≤ 500) thi doanh thu nhận được khi bán hết số sản phẩm đó là $ R(x) = ..."
100,III-5,TLN,0.5,VD,3,C5.B15.3,Vị trí tương đối giữa hai đường thẳng,C5,true,,,0.816,,"Trong không gian Oxyz, cho đường thẳng (d): $ \frac{x-1}{1}=\frac{y}{2}=\frac{z+2}{1} $ và mặt phẳng (P): $ 3x - y + z - 25 = 0 $. Một đường thẳng (d') cắt trục Oz tại điểm M, cắt..."
100,III-6,TLN,0.5,VD,3,C6.B18.1,Khái niệm xác suất có điều kiện,C6,true,,,0.899,,"Theo dõi thời tiết hai xã kề nhau A và B người ta nhận thấy trong cùng một ngày, nếu xã B không mưa thì khả năng xã A không mưa là 65%, còn nếu xã A không mưa thì khả năng xã B kh..."
101,I-1,TN4,0.25,NB,1,C4.B11.1,Khái niệm nguyên hàm,C4,true,,,0.703,QUESTION_MC_ANSWER_NEEDS_REVIEW,Hàm số $F(x) = \ln x$ là nguyên hàm của hàm số nào dưới đây trên khoảng $(0;+\infty)$?
101,I-2,TN4,0.25,NB,1,,,,false,OUT.LUONG_GIAC,Luong giac ngoai nguyen ham/tich phan,0.63,QUESTION_MC_ANSWER_NEEDS_REVIEW;OUT_OF_FRAME,Nghiệm của phương trình $ \cot(3x - 45^\circ) = \frac{\sqrt{3}}{3} $ là
101,I-3,TN4,0.25,NB,1,C4.B12.1,Khái niệm tích phân,C4,true,,,0.712,,"Cho hàm số $y = f(x)$ liên tục trên $[a; b]$. Biết $\int\limits_{a}^{b} f(x) \, dx = 2026$, giá trị của $2\int\limits_{b}^{a} f(x) \, dx$ là"
101,I-4,TN4,0.25,NB,1,,,,false,OUT.MU_LOGARIT,Ham mu - logarit / tap xac dinh log,0.63,OUT_OF_FRAME,Nghiệm của phương trình $ \log_{4}(x-1)=3 $ là
